sender,sender_type,sender_id,timestamp,meta,,Blank,DownLeft1,DownLeft2,DownLeft3,DownLeft4,DownLeft5,DownLeft6,DownRight1,DownRight2,DownRight3,DownRight4,DownRight5,DownRight6,FoodHabits_Fru_item1,FoodHabits_Fru_item2,FoodHabits_Fru_item3,FoodHabits_Fru_item4,FoodHabits_Fru_item5,FoodHabits_Fru_item6,FoodHabits_Fru_item7,FoodHabits_Meat_item1,FoodHabits_Meat_item2,FoodHabits_Meat_item3,FoodHabits_Meat_item4,FoodHabits_Meat_item5,FoodHabits_Meat_item6,FoodHabits_Meat_item7,FoodHabits_Swe_item1,FoodHabits_Swe_item2,FoodHabits_Swe_item3,FoodHabits_Swe_item4,FoodHabits_Swe_item5,FoodHabits_Swe_item6,FoodHabits_Swe_item7,FoodHabits_Veg_item1,FoodHabits_Veg_item2,FoodHabits_Veg_item3,FoodHabits_Veg_item4,FoodHabits_Veg_item5,FoodHabits_Veg_item6,FoodHabits_Veg_item7,ImgA,ImgB,LeftBar,PSS_item01,PSS_item02,PSS_item03,PSS_item04,PSS_item05,PSS_item06,PSS_item07,PSS_item08,PSS_item09,PSS_item10,RefA,RefB,RefB1,RefB2,RefB3,RefB4,RefB5,RefB6,RefB7,Ref_PB,RightBar,UpLeft1,UpLeft2,UpLeft3,UpLeft4,UpLeft5,UpLeft6,UpRight1,UpRight2,UpRight3,UpRight4,UpRight5,UpRight6,VarA,VarA1,VarA2,VarA3,VarA4,VarB,VarB1,VarB2,VarB3,VarB4,VarB5,VarB6,Var_PB,attCheck_fileA,attCheck_fileB,attCheck_fileC,attCheck_fileD,attCheck_options,attCheck_valueA,attCheck_valueB,attCheck_valueC,attCheck_valueD,attention_check,block,browser_name,choseL,choseR,consent_form1,consent_form2,consentconfirmation_form1,consentconfirmation_form2,correct,correctResponse,diet,disorder,duration,edu,ended_on,enjoy,full_version,gender,group,hunger,img,imgTask,input_age,input_meal,input_occ,input_remark,lateRespFeed,list,major_version,message,mixQ_item1,mixQ_item2,mixQ_item3,mixQ_item4,mixQ_item5,name,navigator_appName,navigator_userAgent,os,pracQ1_IDa,pracQ1_IDb,pracQ1_IDc,pracQ1_IDd,pracQ1_optionA,pracQ1_optionB,pracQ1_optionC,pracQ1_optionD,pracQ1_valueA,pracQ1_valueB,pracQ1_valueC,pracQ1_valueD,pracQ2_IDa,pracQ2_IDb,pracQ2_IDc,pracQ2_optionA,pracQ2_optionB,pracQ2_optionC,pracQ2_valueA,pracQ2_valueB,pracQ2_valueC,pracQ4_IDa,pracQ4_IDb,pracQ4_IDc,pracQ4_IDd,pracQ4_optionA,pracQ4_optionB,pracQ4_optionC,pracQ4_optionD,pracQ4_valueA,pracQ4_valueB,pracQ4_valueC,pracQ4_valueD,pracQ5_IDa,pracQ5_IDb,pracQ5_IDc,pracQ5_IDd,pracQ5_optionA,pracQ5_optionB,pracQ5_optionC,pracQ5_optionD,pracQ5_valueA,pracQ5_valueB,pracQ5_valueC,pracQ5_valueD,prefHealty,prefUnhealthy,rep,response,response_action,skip,snack,sublock,subtitle,task_difficulty,task_engagement,task_focus,textL,textR,time_commit,time_end,time_render,time_run,time_show,time_switch,trial_count,trial_countO,url,valence
fixCross,canvas.Screen,2_4_3_6_1_4_4_0_0_4_0,2021-01-14T19:09:18.680Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB04.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB04.png,,,,,,,,,,,1,,,,,,,,,,,,966.8680000000168,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,904585.3199999983,904584.562,904034.344,904040.3150000056,904051.01,905017.878,160,,,
timeout,canvas.Screen,2_4_3_6_1_4_4_0_0_4_1,2021-01-14T19:09:19.597Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB04.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB04.png,,,,,,,,,,,1,,,,,,,,,,,,883.2049999999581,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,905502.3550000042,905501.099,904584.562,905017.5200000085,905017.878,905901.083,,,,
choice,canvas.Screen,2_4_3_6_1_4_4_0_0_4_2,2021-01-14T19:09:20.006Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB04.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB04.png,,,,,,,,,,,1,,,,,,,,,,,,4.6810000067343935,,response,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,right,keydown(ArrowRight),false,,4,,,,,,,905911.2050000113,905505.7800000068,905501.099,905905.1250000048,,906317.776,,160,,
square,canvas.Screen,2_4_3_6_1_4_4_0_0_4_3,2021-01-14T19:09:21.397Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB04.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB04.png,,,,,,,,,,,1,,#808080,#33ff3f,,,,,,,,,999.9610000000102,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,white,black,907301.9950000016,907301.071,905901.083,906320.9449999995,906317.776,907317.737,,,,
ITI_late,canvas.Screen,2_4_3_6_1_4_4_0_0_4_4,2021-01-14T19:09:22.647Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB04.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB04.png,,,,,,,,,,,1,,,,,,,,,,,,1250.0920000000624,,timeout,,,,,,,,,,,,white,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,908552.1750000044,908551.163,907301.071,907303.82500001,907317.737,908567.829,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_4_4_0_0_4,2021-01-14T19:09:22.648Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB04.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB04.png,,,,,,,,,,,1,,,,,,,,,,,,4500.152999999933,,completion,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,908552.5750000088,908551.163,904034.344,904039.6650000039,904051.01,908567.829,,,,
fixCross,canvas.Screen,2_4_3_6_1_4_4_0_0_5_0,2021-01-14T19:09:23.398Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB10.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB10.png,,,,,,,,,,,1,,,,,,,,,,,,1216.5559999999823,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,909303.0950000102,909301.071,908551.163,908557.335000005,908567.829,909784.385,161,,,
timeout,canvas.Screen,2_4_3_6_1_4_4_0_0_5_1,2021-01-14T19:09:24.364Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB10.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB10.png,,,,,,,,,,,1,,,,,,,,,,,,1000.0209999999497,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,910269.0000000002,910267.76,909301.071,909788.2450000034,909784.385,910784.406,,,,
choice,canvas.Screen,2_4_3_6_1_4_4_0_0_5_2,2021-01-14T19:09:24.882Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB10.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB10.png,,,,,,,,,,,1,,,,,,,,,,,,27.74500000185799,,response,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,right,keydown(ArrowRight),false,,4,,,,,,,910786.340000006,910295.5050000019,910267.76,910780.2800000063,,911284.406,,161,,
square,canvas.Screen,2_4_3_6_1_4_4_0_0_5_3,2021-01-14T19:09:26.364Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB10.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB10.png,,,,,,,,,,,1,,#808080,#33ff3f,,,,,,,,,1000.0130000000354,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,white,black,912269.1449999984,912267.753,910784.406,911287.479999999,911284.406,912284.419,,,,
ITI_late,canvas.Screen,2_4_3_6_1_4_4_0_0_5_4,2021-01-14T19:09:26.864Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB10.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB10.png,,,,,,,,,,,1,,,,,,,,,,,,500.0699999999488,,timeout,,,,,,,,,,,,white,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,912768.7750000041,912767.823,912267.753,912270.955,912284.419,912784.489,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_4_4_0_0_5,2021-01-14T19:09:26.864Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB10.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB10.png,,,,,,,,,,,1,,,,,,,,,,,,4199.993999999948,,completion,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,912769.180000003,912767.823,908551.163,908556.4500000037,908567.829,912784.489,,,,
fixCross,canvas.Screen,2_4_3_6_1_4_4_0_0_6_0,2021-01-14T19:09:27.214Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB02.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",1,"[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,PB02.png,,,,,,,,,,,1,,,,,,,,,,,,733.3050000000512,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,913118.9950000116,913117.81,912767.823,912772.8000000061,912784.489,913517.794,162,,,
timeout,canvas.Screen,2_4_3_6_1_4_4_0_0_6_1,2021-01-14T19:09:28.098Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB02.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",1,"[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,PB02.png,,,,,,,,,,,1,,,,,,,,,,,,899.9790000000503,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,914002.2450000106,914001.123,913117.81,913530.3550000099,913517.794,914417.773,,,,
choice,canvas.Screen,2_4_3_6_1_4_4_0_0_6_2,2021-01-14T19:09:28.516Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB02.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",1,"[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,PB02.png,,,,,,,,,,,1,,,,,,,,,,,,53.72200000600424,,response,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,right,keydown(ArrowRight),false,,4,,,,,,,914420.7100000058,914054.845000006,914001.123,914414.1550000058,,914784.451,,162,,
square,canvas.Screen,2_4_3_6_1_4_4_0_0_6_3,2021-01-14T19:09:29.864Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB02.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",1,"[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,PB02.png,,,,,,,,,,,1,,#808080,#33ff3f,,,,,,,,,999.9799999999814,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,white,black,915769.1650000052,915767.765,914417.773,914790.0050000026,914784.451,915784.431,,,,
ITI_late,canvas.Screen,2_4_3_6_1_4_4_0_0_6_4,2021-01-14T19:09:31.114Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB02.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",1,"[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,PB02.png,,,,,,,,,,,1,,,,,,,,,,,,1249.954000000027,,timeout,,,,,,,,,,,,white,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,917018.9850000024,917017.719,915767.765,915770.8850000054,915784.431,917034.385,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_4_4_0_0_6,2021-01-14T19:09:31.115Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB02.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,4,"[""frie.png""]","[""frie.png""]","[""frie.png""]","[""frie.png""]",1,"[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,PB02.png,,,,,,,,,,,1,,,,,,,,,,,,4233.230000000098,,completion,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,4,,,,,,,917019.3550000113,917017.719,912767.823,912772.1100000053,912784.489,917034.385,,,,
choice_loop,flow.Loop,2_4_3_6_1_4_4_0_0,2021-01-14T19:09:31.115Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29266.722999999998,,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",4,,,false,,,,,,,,,917019.6050000086,917017.719,887734.33,887735.8050000039,887750.996,917034.385,,,,
